Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Examples\ExampleLibrary\ExampleLibrary.csproj,File,Examples\ExampleLibrary\Annotations\TileMapAnnotation.cs,316,12,M:System.Net.WebRequest.Create(System.String),,,,,var request = (HttpWebRequest)WebRequest.Create(uri);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Examples\ExampleLibrary\ExampleLibrary.csproj,File,Examples\ExampleLibrary\Annotations\TileMapAnnotation.cs,265,12,M:System.Net.WebRequest.Create(System.String),,,,,var request = (HttpWebRequest)WebRequest.Create(uri);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Examples\ExampleLibrary\ExampleLibrary.csproj,File,Examples\ExampleLibrary\Misc\MiscExamples.cs,365,16,M:System.TimeSpan.FromHours(System.Double),,,,,double tmidnight = TimeSpanAxis.ToDouble(TimeSpan.FromHours(24));
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Examples\ExampleLibrary\ExampleLibrary.csproj,File,Examples\ExampleLibrary\Misc\MiscExamples.cs,277,12,M:System.TimeSpan.FromMinutes(System.Double),,,,,"model.Axes.Add(                  new TimeSpanAxis                  {                      Position = AxisPosition.Bottom,                      Minimum = 0,                      Maximum = TimeSpanAxis.ToDouble(TimeSpan.FromHours(24)),                      StringFormat = ""hh"",                      Title = ""Time"",                      MajorStep = TimeSpanAxis.ToDouble(TimeSpan.FromHours(1)),                      MinorStep = TimeSpanAxis.ToDouble(TimeSpan.FromMinutes(10)),                      TickStyle = TickStyle.None,                      MajorGridlineStyle = LineStyle.Solid,                      MajorGridlineColor = OxyColors.LightGray,                      MinorGridlineStyle = LineStyle.Solid,                      MinorGridlineColor = OxyColor.FromArgb(255, 240, 240, 240)                  });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Examples\ExampleLibrary\ExampleLibrary.csproj,File,Examples\ExampleLibrary\Misc\MiscExamples.cs,277,12,M:System.TimeSpan.FromHours(System.Double),,,,,"model.Axes.Add(                  new TimeSpanAxis                  {                      Position = AxisPosition.Bottom,                      Minimum = 0,                      Maximum = TimeSpanAxis.ToDouble(TimeSpan.FromHours(24)),                      StringFormat = ""hh"",                      Title = ""Time"",                      MajorStep = TimeSpanAxis.ToDouble(TimeSpan.FromHours(1)),                      MinorStep = TimeSpanAxis.ToDouble(TimeSpan.FromMinutes(10)),                      TickStyle = TickStyle.None,                      MajorGridlineStyle = LineStyle.Solid,                      MajorGridlineColor = OxyColors.LightGray,                      MinorGridlineStyle = LineStyle.Solid,                      MinorGridlineColor = OxyColor.FromArgb(255, 240, 240, 240)                  });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Examples\ExampleLibrary\ExampleLibrary.csproj,File,Examples\ExampleLibrary\Misc\MiscExamples.cs,277,12,M:System.TimeSpan.FromHours(System.Double),,,,,"model.Axes.Add(                  new TimeSpanAxis                  {                      Position = AxisPosition.Bottom,                      Minimum = 0,                      Maximum = TimeSpanAxis.ToDouble(TimeSpan.FromHours(24)),                      StringFormat = ""hh"",                      Title = ""Time"",                      MajorStep = TimeSpanAxis.ToDouble(TimeSpan.FromHours(1)),                      MinorStep = TimeSpanAxis.ToDouble(TimeSpan.FromMinutes(10)),                      TickStyle = TickStyle.None,                      MajorGridlineStyle = LineStyle.Solid,                      MajorGridlineColor = OxyColors.LightGray,                      MinorGridlineStyle = LineStyle.Solid,                      MinorGridlineColor = OxyColor.FromArgb(255, 240, 240, 240)                  });"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,OxyPlot\OxyPlot.csproj,File,OxyPlot\OxyPlot.csproj,,,,,,,,Current target framework: netstandard2.0;net462;net6.0;net8.0 Recommended target framework: netstandard2.0;net462;net6.0;net8.0;net10.0
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OxyPlot\OxyPlot.csproj,File,OxyPlot\Axes\TimeSpanAxis.cs,50,12,M:System.TimeSpan.FromSeconds(System.Double),,,,,return TimeSpan.FromSeconds(x);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OxyPlot\OxyPlot.csproj,File,OxyPlot\Axes\TimeSpanAxis.cs,40,12,M:System.TimeSpan.FromSeconds(System.Double),,,,,return TimeSpan.FromSeconds(value);
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,OxyPlot.SkiaSharp\OxyPlot.SkiaSharp.csproj,File,OxyPlot.SkiaSharp\OxyPlot.SkiaSharp.csproj,,,,,,,,Current target framework: net462;netstandard2.0;net6.0;net8.0 Recommended target framework: net462;netstandard2.0;net6.0;net8.0;net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,OxyPlot.SkiaSharp.Tests\OxyPlot.SkiaSharp.Tests.csproj,File,OxyPlot.SkiaSharp.Tests\OxyPlot.SkiaSharp.Tests.csproj,,,,,,,,Current target framework: net462;net6.0;net8.0 Recommended target framework: net462;net6.0;net8.0;net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,,,,,,,,Current target framework: net462;net6.0-windows;net8.0-windows Recommended target framework: net462;net6.0-windows;net8.0-windows;net10.0-windows
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\PlotView.cs,81,12,T:System.Windows.FrameworkElement,,,,,if (this.plotPresenter == null || this.renderContext == null)              {                  return;              }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\PlotView.cs,59,12,T:System.Windows.FrameworkElement,,,,,this.plotPresenter.InvalidateVisual();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\PlotView.cs,59,12,M:System.Windows.UIElement.InvalidateVisual,,,,,this.plotPresenter.InvalidateVisual();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\PlotView.cs,41,8,T:System.Windows.FrameworkElement,,,,,protected override FrameworkElement CreatePlotPresenter()
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\PlotView.cs,28,59,T:System.Windows.FrameworkElement,,,,,this.plotPresenter
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\OxySKElement.cs,243,12,P:System.Windows.Media.Matrix.M22,,,,,"return Math.Max(transform.M11, transform.M22);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\OxySKElement.cs,243,12,P:System.Windows.Media.Matrix.M11,,,,,"return Math.Max(transform.M11, transform.M22);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\OxySKElement.cs,240,16,T:System.Windows.Media.VisualTreeHelper,,,,,control = VisualTreeHelper.GetParent(control);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\OxySKElement.cs,240,16,T:System.Windows.DependencyObject,,,,,control = VisualTreeHelper.GetParent(control);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\OxySKElement.cs,240,16,M:System.Windows.Media.VisualTreeHelper.GetParent(System.Windows.DependencyObject),,,,,control = VisualTreeHelper.GetParent(control);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\OxySKElement.cs,238,20,T:System.Windows.Media.Matrix,,,,,transform *= vt.Value;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\OxySKElement.cs,238,20,P:System.Windows.Media.Transform.Value,,,,,transform *= vt.Value;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\OxySKElement.cs,236,16,T:System.Windows.Media.VisualTreeHelper,,,,,if (control is Visual v && VisualTreeHelper.GetTransform(v) is Transform vt)                  {                      transform *= vt.Value;                  }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\OxySKElement.cs,236,16,T:System.Windows.Media.Transform,,,,,if (control is Visual v && VisualTreeHelper.GetTransform(v) is Transform vt)                  {                      transform *= vt.Value;                  }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\OxySKElement.cs,236,16,M:System.Windows.Media.VisualTreeHelper.GetTransform(System.Windows.Media.Visual),,,,,if (control is Visual v && VisualTreeHelper.GetTransform(v) is Transform vt)                  {                      transform *= vt.Value;                  }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\OxySKElement.cs,233,12,T:System.Windows.Media.VisualTreeHelper,,,,,DependencyObject control = VisualTreeHelper.GetParent(this);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\OxySKElement.cs,233,12,T:System.Windows.DependencyObject,,,,,DependencyObject control = VisualTreeHelper.GetParent(this);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\OxySKElement.cs,233,12,M:System.Windows.Media.VisualTreeHelper.GetParent(System.Windows.DependencyObject),,,,,DependencyObject control = VisualTreeHelper.GetParent(this);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\OxySKElement.cs,232,12,T:System.Windows.Media.Matrix,,,,,var transform = VisualTreeHelper.GetTransform(this)?.Value ?? Matrix.Identity;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\OxySKElement.cs,232,12,T:System.Windows.Media.Matrix,,,,,var transform = VisualTreeHelper.GetTransform(this)?.Value ?? Matrix.Identity;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\OxySKElement.cs,232,12,P:System.Windows.Media.Matrix.Identity,,,,,var transform = VisualTreeHelper.GetTransform(this)?.Value ?? Matrix.Identity;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\OxySKElement.cs,232,12,T:System.Windows.Media.Matrix,,,,,var transform = VisualTreeHelper.GetTransform(this)?.Value ?? Matrix.Identity;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\OxySKElement.cs,232,12,P:System.Windows.Media.Transform.Value,,,,,var transform = VisualTreeHelper.GetTransform(this)?.Value ?? Matrix.Identity;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\OxySKElement.cs,232,12,T:System.Windows.Media.VisualTreeHelper,,,,,var transform = VisualTreeHelper.GetTransform(this)?.Value ?? Matrix.Identity;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\OxySKElement.cs,232,12,T:System.Windows.Media.Transform,,,,,var transform = VisualTreeHelper.GetTransform(this)?.Value ?? Matrix.Identity;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\OxySKElement.cs,232,12,M:System.Windows.Media.VisualTreeHelper.GetTransform(System.Windows.Media.Visual),,,,,var transform = VisualTreeHelper.GetTransform(this)?.Value ?? Matrix.Identity;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\OxySKElement.cs,214,8,T:System.Windows.DependencyObject,,,,,private Visual GetAncestorVisualFromVisualTree(DependencyObject startElement)
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\OxySKElement.cs,214,8,T:System.Windows.Media.Visual,,,,,private Visual GetAncestorVisualFromVisualTree(DependencyObject startElement)
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\OxySKElement.cs,223,12,T:System.Windows.Window,,,,,return child is Visual visualChild ? visualChild : Window.GetWindow(this);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\OxySKElement.cs,223,12,T:System.Windows.Window,,,,,return child is Visual visualChild ? visualChild : Window.GetWindow(this);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\OxySKElement.cs,223,12,M:System.Windows.Window.GetWindow(System.Windows.DependencyObject),,,,,return child is Visual visualChild ? visualChild : Window.GetWindow(this);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\OxySKElement.cs,221,16,T:System.Windows.Media.VisualTreeHelper,,,,,parent = VisualTreeHelper.GetParent(child);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\OxySKElement.cs,221,16,T:System.Windows.DependencyObject,,,,,parent = VisualTreeHelper.GetParent(child);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\OxySKElement.cs,221,16,M:System.Windows.Media.VisualTreeHelper.GetParent(System.Windows.DependencyObject),,,,,parent = VisualTreeHelper.GetParent(child);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\OxySKElement.cs,217,12,T:System.Windows.Media.VisualTreeHelper,,,,,DependencyObject parent = VisualTreeHelper.GetParent(child);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\OxySKElement.cs,217,12,T:System.Windows.DependencyObject,,,,,DependencyObject parent = VisualTreeHelper.GetParent(child);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\OxySKElement.cs,217,12,M:System.Windows.Media.VisualTreeHelper.GetParent(System.Windows.DependencyObject),,,,,DependencyObject parent = VisualTreeHelper.GetParent(child);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\OxySKElement.cs,200,16,P:System.Windows.Media.Matrix.M22,,,,,scaleY = m.M22;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\OxySKElement.cs,199,16,P:System.Windows.Media.Matrix.M11,,,,,scaleX = m.M11;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\OxySKElement.cs,198,16,T:System.Windows.Media.Matrix,,,,,var m = compositionTarget.TransformToDevice;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\OxySKElement.cs,198,16,P:System.Windows.Media.CompositionTarget.TransformToDevice,,,,,var m = compositionTarget.TransformToDevice;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\OxySKElement.cs,195,12,T:System.Windows.Media.CompositionTarget,,,,,var compositionTarget = PresentationSource.FromVisual(this)?.CompositionTarget;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\OxySKElement.cs,195,12,P:System.Windows.PresentationSource.CompositionTarget,,,,,var compositionTarget = PresentationSource.FromVisual(this)?.CompositionTarget;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\OxySKElement.cs,195,12,T:System.Windows.PresentationSource,,,,,var compositionTarget = PresentationSource.FromVisual(this)?.CompositionTarget;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\OxySKElement.cs,195,12,T:System.Windows.PresentationSource,,,,,var compositionTarget = PresentationSource.FromVisual(this)?.CompositionTarget;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\OxySKElement.cs,195,12,M:System.Windows.PresentationSource.FromVisual(System.Windows.Media.Visual),,,,,var compositionTarget = PresentationSource.FromVisual(this)?.CompositionTarget;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\OxySKElement.cs,183,12,P:System.Windows.FrameworkElement.ActualHeight,,,,,var h = this.ActualHeight;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\OxySKElement.cs,182,12,P:System.Windows.FrameworkElement.ActualWidth,,,,,var w = this.ActualWidth;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\OxySKElement.cs,164,8,T:System.Windows.SizeChangedInfo,,,,,protected override void OnRenderSizeChanged(SizeChangedInfo sizeInfo)
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\OxySKElement.cs,168,12,M:System.Windows.UIElement.InvalidateVisual,,,,,this.InvalidateVisual();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\OxySKElement.cs,166,12,M:System.Windows.FrameworkElement.OnRenderSizeChanged(System.Windows.SizeChangedInfo),,,,,base.OnRenderSizeChanged(sizeInfo);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OxyPlot.SkiaSharp.Wpf\OxyPlot.SkiaSharp.Wpf.csproj,File,OxyPlot.SkiaSharp.Wpf\OxySKElement.cs,108,8,T:System.Windows.Media.DrawingContext,,,,,protected override void OnRender(DrawingContext drawingContext)
